,col1,KIC,Porb,Class,PACF,hACF,P1min,P1max,P2min,P2max,h1min,h1max,h2min,h2max,Note,period,period_err,morph,RA,DEC,GLon,GLat,kmag,Teff,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source,RandomI,e_RAdeg,e_DEdeg,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff_x,b_Teff_x,B_Teff_xa,logg,b_logg_x,B_logg_xa,[Fe/H],b_[Fe/H]_x,B_[Fe/H]_xa,Dist,b_Dist_x,B_Dist_xa,A0,b_A0_x,B_A0_xa,AG,b_AG_x,B_AG_xa,E(BP-RP),b_E(BP-RP)_x,B_E(BP-RP)_xa,Lib,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000,angDist
2071,1802,10198109,17.919,sp,21.067,0.386,,,,,,,,,,17.9187428,6.73e-05,0.07,287.4935,47.2247,77.9904,16.6111,13.776,5592.0,Gaia DR3 2130482453755846528,287.49352449552,47.22468165054,0.0,0.0,169.0,1636148068921376768,2130482453755846528,1726838014,0.1013,0.1166,1.247,0.1146,10.8829,3.288,-1.151,0.13,3.08,0.143,-0.0589,-0.1108,-0.1011,-0.0174,0.2033,-0.0628,-0.3016,-0.1114,-0.045,0.0609,372,0,372,0,143.2715,34224.0,1.411,1246.8,31,False,1.535,,,,,,,,43,27,0.203939,46,0.04208,156.3,36,0,9.625,0,382,56466.93272,79.2765,712.279,13.807881,0.003149,44,30540.6,34.3181,889.927,14.126347,0.003045,43,41030.8,32.6194,1257.86,13.215119,0.003877,1.267,0.0,2.0,0.0,1.0,0,0.911227,0.318465,0.592762,-101.93,7.41,2.0,11.0,2.0,10.0,4.5548,,,822.377,,5500.0,4.0,-1.0,222.0,,,,12.975573,0.116398,9.0,,NOT_AVAILABLE,0.0,0.0,0.999972,5549.7,5526.6,5577.9,4.5538,4.5406,4.5654,-0.6424,-0.6742,-0.6022,416.0914,406.9708,427.1974,0.1547,0.1405,0.1721,0.1285,0.1166,0.143,0.0695,0.063,0.0773,MARCS,287.49353202856,47.22466796371,2.099855,2.326604,0.0634,0.091666
2072,1803,10206340,4.564,ev,,,,,,,,,,,,4.5644014,9.3e-06,0.61,291.2451,47.2493,79.0656,14.2844,11.203,5213.0,Gaia DR3 2129156580171854720,291.24509112692,47.24925043037,0.0,0.0,20.0,1636148068921376768,2129156580171854720,1531554966,0.0105,0.0112,0.9675,0.012,80.5788,2.162,0.403,0.014,-2.124,0.014,0.0545,0.1326,-0.0857,-0.0262,0.246,-0.0656,-0.1222,-0.1774,-0.017,-0.0006,360,360,357,3,-3.8076,987.89,0.105,19.545,31,False,1.534,,,,,,,,42,25,0.019855,47,0.06889,29.69,0,0,0.859,0,386,618921.53196,5877.81,105.298,11.208278,0.010673,45,334238.0,8662.18,38.5859,11.528401,0.028276,45,462077.0,11127.5,41.5256,10.586111,0.026418,1.287,0.0,0.0,0.0,0.0,0,0.94229,0.320124,0.622167,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999928,,,,,,,,,,,,,,,,,,,,,,,291.24508848953,47.24925987152,0.227994,0.230399,0.0039,0.17296
2073,1804,10208759,4.575,ev,,,,,,,,,,,,4.5750306,9.5e-06,0.51,292.2557,47.2863,79.3991,13.6786,13.99,6570.0,Gaia DR3 2128465434035330944,292.25565292739,47.28627287562,0.0,0.0,143.0,1636148068921376768,2128465434035330944,1012310769,0.0119,0.0126,0.3234,0.0129,24.995,1.408,0.275,0.016,-1.381,0.016,-0.1862,-0.0796,0.0506,-0.1166,0.0385,-0.1342,-0.1222,-0.1252,-0.0963,-0.1956,304,0,304,0,0.0137,301.88,0.0,0.0,31,False,1.591,,,,,,,,36,25,0.024473,39,0.02823,50.43,0,0,0.999,0,266,55759.27677,22.3707,2492.51,13.821574,0.00279,31,31895.3,41.2311,773.576,14.079224,0.003123,30,34379.9,30.6475,1121.78,13.407134,0.003901,1.189,0.0,0.0,0.0,0.0,0,0.67209,0.257649,0.41444,-25.82,8.51,2.0,19.0,3.0,17.0,6.3135,,,914.342,,6500.0,4.5,0.25,222.0,,,,13.287251,0.090555,16.0,,VARIABLE,0.0,0.0,0.999943,6476.5,6443.8,6496.5,3.5282,3.5128,3.5406,-0.27,-0.2744,-0.2662,2919.4756,2882.0645,2966.4814,0.2278,0.209,0.2389,0.198,0.1815,0.2076,0.1068,0.0979,0.1121,MARCS,292.25565112342,47.28627901321,0.260018,0.258664,-0.1831,0.152375
2074,1805,10215422,24.847,sp,25.338,0.816,24.83,27.054,,,0.243,0.084,,,,24.8470804,0.0001079,0.07,294.7599,47.2019,80.0913,12.116,14.608,5427.0,Gaia DR3 2128566692184916224,294.75987147491,47.20187064678,0.0,0.0,164.0,1636148068921376768,2128566692184916224,1334165242,0.0138,0.0144,0.9283,0.0146,63.4146,9.6,-1.895,0.019,-9.411,0.019,-0.0267,-0.0891,-0.1606,-0.0551,0.0366,-0.0641,-0.3275,-0.0319,-0.0571,-0.0395,399,0,398,1,-0.3057,392.88,0.0,0.0,31,False,1.515,,,,,,,,46,28,0.026522,50,0.01273,49.18,0,0,0.988,0,406,27914.20875,5.35859,5209.24,14.572803,0.002763,48,13821.4,18.0175,767.109,14.987161,0.003129,47,19967.1,17.4542,1143.97,13.997109,0.003897,1.21,0.0,1.0,0.0,0.0,0,0.990051,0.414357,0.575694,-22.42,6.29,2.0,25.0,5.0,19.0,5.5881,,,817.456,,5500.0,4.5,0.0,222.0,,,,13.76025,0.120587,22.0,,NOT_AVAILABLE,0.0,0.0,0.999893,5344.2,5277.6,5407.0,4.2813,4.2682,4.2931,-0.1648,-0.222,-0.1148,993.2234,979.8211,1007.2082,0.072,0.0341,0.1071,0.0586,0.0276,0.0872,0.031,0.0146,0.0462,PHOENIX,294.75988387097,47.20191247331,0.303983,0.301217,-0.0331,0.128079
2075,1806,10215869,5.017,sp,5.006,0.611,4.62,4.878,4.967,5.3,0.064,0.112,0.11,0.133,,5.01727,5.71e-05,0.24,294.9237,47.25,80.1869,12.0388,14.115,6287.0,Gaia DR3 2128556075025862784,294.92373115547,47.25001935206,0.0,0.0,163.0,1636148068921376768,2128556075025862784,1219951311,0.011,0.0123,0.9831,0.0123,79.8889,4.265,1.089,0.015,4.123,0.016,-0.0739,-0.064,-0.1719,-0.0126,0.1883,-0.0369,-0.3091,-0.0435,-0.0291,0.0268,400,0,397,3,-1.0722,366.59,0.0,0.0,31,False,1.573,,,,,,,,46,29,0.022038,48,0.009284,82.19,1,0,0.961,0,390,44369.81995,13.712,3235.83,14.069648,0.002776,44,24592.0,40.6753,604.592,14.361559,0.003318,43,28446.6,32.6176,872.126,13.612819,0.003979,1.195,0.0,1.0,0.0,3.0,0,0.74874,0.291911,0.456829,-50.19,5.67,2.0,21.0,7.0,17.0,6.2465,,,855.615,,6250.0,4.5,-0.25,222.0,,,,13.38261,0.14004,15.0,,NOT_AVAILABLE,0.0,0.0,0.999843,5973.6,5954.1,5999.1,4.1998,4.169,4.2402,-0.4913,-0.5073,-0.4709,945.228,908.1768,972.6926,0.0829,0.0728,0.0962,0.0706,0.0619,0.082,0.0382,0.0335,0.0444,MARCS,294.92372402241,47.25000102568,0.244016,0.252615,0.0283,0.103199
2076,1807,10216186,0.606,ev,,,,,,,,,,,,0.605939,5e-07,0.64,295.0404,47.225,80.2011,11.957,13.77,6655.0,Gaia DR3 2128553257527357824,295.04033061168,47.22490109175,0.0,0.0,150.0,1636148068921376768,2128553257527357824,176824563,0.0108,0.0113,0.6402,0.0119,53.9927,8.972,-3.599,0.015,-8.218,0.015,-0.0871,-0.1246,-0.098,-0.0569,0.1581,-0.0693,-0.1916,-0.0622,0.0229,-0.0327,382,0,379,3,1.4323,418.13,0.041,1.1474,31,False,1.596,,,,,,,,44,28,0.020727,47,0.0181,13.57,0,0,1.052,0,358,60982.42417,211.262,288.658,13.724355,0.004663,42,35484.4,323.011,109.855,13.963449,0.01027,42,37248.1,343.287,108.504,13.320134,0.010696,1.193,0.0,0.0,0.0,0.0,0,0.643315,0.239095,0.404221,25.6,9.35,2.0,20.0,2.0,18.0,8.2855,,,854.044,,6750.0,4.5,-0.25,222.0,,,,13.072033,0.065907,18.0,,VARIABLE,0.0,0.0,0.99979,6361.2,6350.1,6381.6,4.0086,3.9817,4.0453,-0.0808,-0.1048,0.0196,1388.7091,1344.5375,1436.9633,0.0764,0.0635,0.0885,0.0662,0.0549,0.0768,0.0356,0.0295,0.0413,MARCS,295.04035416721,47.22493761669,0.234692,0.238974,-0.0266,0.389465
2077,1808,10223616,29.125,sp,17.737,0.957,16.426,19.65,,,0.045,0.049,,,,29.1245827,0.000133,0.03,297.3907,47.2557,80.9928,10.5626,15.187,4375.0,Gaia DR3 2086373139630865280,297.39067011925,47.25569870231,0.0,0.0,143.0,1636148068921376768,2086373139630865280,149840553,0.0316,0.0324,1.4978,0.035,42.8095,2.442,-2.031,0.046,-1.356,0.047,-0.0938,0.0219,-0.1873,-0.1144,0.161,-0.131,-0.0293,0.0309,-0.2387,-0.207,347,0,346,1,15.4165,950.86,0.319,22.149,31,False,1.44,,,,,,,,40,26,0.070748,44,0.002378,95.0,0,0,1.644,0,368,15543.36313,10.2387,1518.09,15.208505,0.002847,41,6483.97,16.669,388.984,15.80894,0.003947,41,13319.3,19.7685,673.764,14.436692,0.004109,1.274,0.0,41.0,0.0,41.0,0,1.372248,0.600435,0.771812,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.996487,4581.6,4569.2,4591.5,4.3749,4.3583,4.3891,-0.4469,-0.4705,-0.4276,630.9576,614.6675,645.2074,0.34,0.3252,0.3517,0.2615,0.25,0.2706,0.1394,0.1333,0.1443,MARCS,297.39068341683,47.25570472678,0.744676,0.750201,-0.1944,0.07303
2078,1809,10225800,1.424,np,23.662,0.298,,,,,,,,,a,1.4237972,1.7e-06,0.37,298.0002,47.2437,81.186,10.1949,15.623,5707.0,Gaia DR3 2086335687515284096,298.00023438269,47.24362941132,0.0,0.0,173.0,1636148068921376768,2086335687515284096,230624123,0.0222,0.0237,0.64,0.0249,25.7549,2.656,1.309,0.031,2.311,0.03,-0.0178,-0.0563,-0.2066,-0.0415,0.1062,-0.054,-0.0881,-0.0266,-0.0636,-0.0178,354,0,353,1,-0.209,356.99,0.0,0.0,31,False,1.532,,,,,,,,41,28,0.042804,45,0.01385,118.7,0,0,0.991,0,365,10104.53526,3.57458,2826.78,15.676076,0.002782,40,5192.54,20.2792,256.052,16.050093,0.005076,39,7151.18,22.7259,314.671,15.111951,0.005118,1.222,0.0,9.0,0.0,9.0,0,0.938142,0.374017,0.564125,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999866,5439.3,5377.2,5517.7,4.4003,4.3818,4.4184,-0.2396,-0.3191,-0.1546,1365.5715,1324.9218,1427.9357,0.104,0.0646,0.1543,0.0858,0.0531,0.1274,0.0459,0.0284,0.0681,MARCS,298.00022581454,47.24361913874,0.496027,0.478193,-0.013,0.261235
2079,1810,10226388,0.661,ev,,,,,,,,,,,,0.6606574,6e-07,0.77,298.1489,47.2772,81.2658,10.1233,10.772,-1.0,Gaia DR3 2086340910195624320,298.14889658242,47.27720726815,0.0,0.0,147.0,1636148068921376768,2086340910195624320,1366019691,0.0181,0.0189,1.4392,0.0201,71.6637,9.481,9.046,0.023,2.839,0.023,-0.0899,-0.0118,-0.1848,0.0743,0.1484,0.0709,-0.1252,-0.0515,0.0071,-0.0294,392,392,390,2,20.3063,3111.9,0.229,82.701,31,False,1.64,,,,,,,,44,27,0.032851,47,0.03158,116.2,0,0,1.814,0,405,996983.14449,4171.92,238.975,10.690647,0.005314,43,618317.0,8197.42,75.4283,10.860514,0.014662,43,550356.0,7062.28,77.929,10.396286,0.014436,1.172,0.0,0.0,0.0,0.0,0,0.464228,0.169867,0.294361,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999904,7282.8,7254.8,7314.3,3.7803,3.7686,3.7912,-0.1454,-0.1895,-0.104,679.5184,671.0605,688.5496,0.1405,0.1269,0.1557,0.1265,0.1143,0.1404,0.0677,0.0612,0.0751,MARCS,298.14883732092,47.27719465213,0.373628,0.373705,-0.0362,0.031637
2080,1811,10227863,5.14,np,4.965,0.06,,,,,,,,,a,5.1397087,1.13e-05,0.63,298.5526,47.2473,81.3761,9.87,13.753,5476.0,Gaia DR3 2085584411837582976,298.55255265268,47.24732912013,0.0,0.0,165.0,1636148068921376768,2085584411837582976,553404832,0.0096,0.011,0.9305,0.0111,83.5773,1.848,-1.848,0.013,-0.019,0.013,-0.0801,0.0439,-0.1446,0.0402,0.1385,0.013,-0.3474,-0.1834,-0.1598,-0.0071,404,0,403,1,-0.0658,397.75,0.0,0.0,31,False,1.525,,,,,,,,47,27,0.01918,49,0.005851,93.88,0,0,0.997,0,402,60025.5866,8.02868,7476.4,13.741526,0.002759,44,30228.1,24.2472,1246.66,14.137516,0.002923,44,42320.6,21.189,1997.29,13.181518,0.003818,1.209,0.0,0.0,0.0,0.0,0,0.955998,0.39599,0.560008,-44.53,2.65,2.0,19.0,6.0,16.0,8.3958,,,886.605,,5500.0,4.5,0.0,222.0,,,,12.872639,0.046674,14.0,,NOT_AVAILABLE,0.0,0.0,0.999957,5543.4,5473.0,5606.4,4.0877,4.0748,4.1296,-0.2804,-0.3616,-0.2098,1000.1356,900.2573,1028.9374,0.2536,0.2067,0.2922,0.2094,0.1703,0.2417,0.1125,0.0915,0.1299,MARCS,298.55256474882,47.24732920366,0.210549,0.219092,-0.0095,0.158097
2081,1812,10228240,2.173,ev,,,,,,,,,,,,2.1734211,3.2e-06,0.88,298.6391,47.2208,81.3822,9.8058,13.977,6404.0,Gaia DR3 2085677183129800448,298.63909246787,47.22075818955,0.0,0.0,159.0,1636148068921376768,2085677183129800448,594244707,0.011,0.0119,0.7441,0.0122,61.0413,7.933,-1.488,0.015,-7.792,0.015,-0.0702,-0.0194,-0.1922,0.0454,0.1658,0.0431,-0.3052,0.0286,0.0105,0.0031,378,0,375,3,0.7961,395.77,0.0,0.0,31,True,1.575,,,,,,,,44,27,0.02117,46,0.009756,76.69,0,0,1.028,0,380,49108.50819,12.9162,3802.1,13.959475,0.00277,40,27243.1,28.6692,950.254,14.250402,0.003015,40,31340.7,20.9132,1498.61,13.507623,0.003848,1.193,0.0,0.0,0.0,0.0,0,0.74278,0.290928,0.451852,2.97,8.67,2.0,20.0,7.0,15.0,5.9986,,,785.333,,6500.0,4.5,-0.25,222.0,,,,13.294127,0.086435,13.0,,NOT_AVAILABLE,0.0,0.0,0.999976,6391.2,6348.0,6425.3,4.0088,3.9724,4.0372,-0.3975,-0.425,-0.377,1339.1034,1300.9001,1381.7804,0.3165,0.2941,0.3348,0.2726,0.2532,0.2886,0.1476,0.1371,0.1563,MARCS,298.63910220398,47.22079281955,0.244456,0.243181,-0.0013,0.146254
2082,1813,10228942,21.025,np,20.986,0.627,,,,,,,,,a,21.0254417,8.45e-05,0.08,298.8274,47.2577,81.479,9.7131,13.079,6361.0,Gaia DR3 2085667047007110272,298.82734969531,47.25771076119,0.0,0.0,165.0,1636148068921376768,2085667047007110272,89897043,0.0092,0.0108,0.6509,0.0108,60.2597,9.988,-5.313,0.012,-8.457,0.013,-0.1008,0.1029,-0.0853,-0.051,0.029,-0.0666,-0.2211,-0.1561,-0.0418,-0.032,396,70,394,2,0.2121,629.15,0.071,5.5347,31,False,1.575,,,,,,,,45,28,0.018652,47,0.009219,76.46,0,0,1.007,0,391,117975.94639,22.5099,5241.06,13.007883,0.002763,44,65539.3,48.4307,1353.26,13.297288,0.002903,44,75341.4,33.4715,2250.91,12.555311,0.00381,1.194,0.0,0.0,0.0,0.0,0,0.741977,0.289405,0.452572,16.76,5.06,2.0,19.0,7.0,14.0,15.321,,,755.419,,6250.0,4.0,-0.25,222.0,,,,12.327299,0.021458,13.0,,NOT_AVAILABLE,0.0,0.0,0.99997,,,,,,,,,,,,,,,,,,,,,,,298.82738448811,47.2577483499,0.196656,0.21564,-0.026,0.127007
2083,1814,10229723,0.629,ev,,,,,,,,,,,,0.6287243,5e-07,0.83,299.02,47.2205,81.5122,9.5811,11.971,6201.0,Gaia DR3 2085669108591519232,299.02001842225,47.22050775096,0.0,0.0,169.0,1636148068921376768,2085669108591519232,964066947,0.0121,0.0139,1.1233,0.0145,77.4131,1.529,0.43,0.018,1.467,0.019,-0.0572,0.1028,-0.0366,-0.0447,0.0216,-0.0356,-0.0903,-0.0924,-0.1198,-0.0659,344,344,344,0,4.9348,1148.9,0.133,24.163,31,True,1.59,,,,,,,,39,27,0.027057,43,0.01118,83.21,0,0,1.194,0,357,348577.08804,1645.35,211.856,11.83162,0.005819,42,199171.0,2837.55,70.1914,12.090474,0.015718,41,218958.0,2901.83,75.4553,11.396993,0.014877,1.2,0.0,0.0,0.0,0.0,0,0.693481,0.258854,0.434628,-24.59,4.12,1.0,22.0,7.0,20.0,36.158,15.161,0.0,914.844,61.35,6500.0,4.5,-0.25,222.0,160.939,47.401,14.0,11.219662,0.031545,14.0,39.59261,VARIABLE,0.0,0.0,0.999818,6104.7,6099.8,6110.8,3.6478,3.6451,3.6499,0.0123,0.0105,0.0136,962.386,960.2376,965.1755,0.0031,0.0008,0.0081,0.0026,0.0007,0.007,0.0014,0.0003,0.0038,MARCS,299.02001560845,47.22050123139,0.281507,0.311449,-0.062,0.051274
2084,1815,10232123,1.344,sp,1.349,1.104,1.341,1.344,,,0.186,0.265,,,,1.3437664,1.6e-06,0.44,299.7008,47.2918,81.8097,9.2172,13.056,-1.0,Gaia DR3 2085637497631419520,299.70064680938,47.2916543077,0.0,0.0,170.0,1636148068921376768,2085637497631419520,979889322,0.0128,0.0144,1.3837,0.0151,91.8471,14.088,-3.426,0.017,-13.665,0.018,-0.0438,-0.0326,0.05,0.0148,0.2178,-0.0501,-0.238,-0.2018,0.0283,0.0327,348,296,347,1,9.0546,1022.8,0.127,16.569,31,True,1.578,,,,,,,,40,28,0.02493,43,0.0298,128.5,29,0,1.364,0,332,139646.80555,40.1773,3475.76,12.824789,0.002773,40,80619.4,75.3593,1069.8,13.072443,0.002969,41,92479.8,130.208,710.244,12.332778,0.004077,1.24,0.0,40.0,0.0,41.0,0,0.739665,0.247654,0.492011,-12.88,3.42,2.0,4.0,2.0,4.0,7.2663,,,436.77,,6500.0,4.0,0.0,222.0,,,,12.203893,0.00466,2.0,,NOT_AVAILABLE,0.0,0.0,0.999451,6320.4,6298.3,6341.9,4.1306,4.1226,4.1381,-0.7108,-0.7279,-0.6927,706.0527,698.5366,715.0023,0.2419,0.2285,0.2545,0.2085,0.1968,0.2194,0.1131,0.1068,0.1191,A,299.70066925825,47.29171504245,0.271075,0.286619,0.034,0.648476
2085,1816,10253375,0.375,ev,,,,,,,,,,,,0.3753248,2.3e-06,0.89,281.4474,47.3213,76.5906,20.493,14.523,6159.0,Gaia DR3 2119585571967982720,281.44750202146,47.32126708565,0.0,0.0,156.0,1636148068921376768,2119585571967982720,1121546187,0.0145,0.0152,0.6542,0.0159,41.1443,4.896,3.994,0.02,-2.831,0.02,-0.0478,-0.0357,0.0117,0.0425,0.0249,0.039,-0.0519,0.077,-0.1735,-0.0218,390,0,389,1,2.8426,480.46,0.076,2.2527,31,False,1.562,,,,,,,,46,29,0.02852,49,0.0426,2.73,0,0,1.103,0,402,28044.24449,82.464,340.078,14.567758,0.004217,44,15228.1,146.822,103.719,14.881926,0.010834,44,18389.4,160.756,114.393,14.086478,0.010216,1.199,0.0,3.0,0.0,1.0,0,0.795447,0.314168,0.481279,-62.07,9.76,2.0,18.0,1.0,15.0,4.9249,,,880.779,,6250.0,4.5,0.0,222.0,,,,13.825027,0.115292,23.0,,VARIABLE,0.0,0.0,0.999858,5708.3,5702.8,5718.6,4.166,4.153,4.1807,-0.3938,-0.4154,-0.3734,1435.3439,1396.8375,1469.5879,0.0027,0.0006,0.0094,0.0022,0.0005,0.0079,0.0012,0.0002,0.0043,MARCS,281.44747583279,47.32127966855,0.328005,0.322457,-0.0255,0.276519
2086,1817,10253421,0.428,ev,,,,,,,,,,,,0.4283539,3e-07,0.68,281.4872,47.3193,76.5976,20.4668,12.511,-1.0,Gaia DR3 2119585400169295104,281.48725882926,47.31944470817,0.0,0.0,154.0,1636148068921376768,2119585400169295104,1264064464,0.0102,0.0108,3.5598,0.0113,314.8127,31.283,-1.571,0.013,31.243,0.014,-0.0741,-0.1285,-0.0473,0.0363,0.0196,0.0089,-0.0677,0.0238,-0.2172,-0.0611,401,401,401,0,6.2569,929.34,0.104,15.323,31,False,1.488,,,,,,,,46,29,0.01975,49,0.006901,136.7,0,0,1.229,0,412,227750.40869,692.306,328.974,12.293719,0.004299,47,106268.0,1001.8,106.077,12.772535,0.010609,46,175821.0,1528.01,115.066,11.63522,0.010165,1.239,0.0,0.0,0.0,0.0,0,1.137316,0.478816,0.6585,-36.58,25.43,1.0,26.0,1.0,20.0,37.908,95.699,0.0,880.779,374.34,5250.0,4.0,0.0,222.0,,,,11.386962,0.026377,25.0,,VARIABLE,0.0,0.0,0.999941,5057.6,5019.8,5109.3,4.2375,4.2236,4.2536,-0.5615,-0.6064,-0.5037,279.9876,278.9861,281.0825,0.3048,0.276,0.3457,0.2444,0.221,0.2775,0.1314,0.1189,0.1492,MARCS,281.4872691283,47.31930584912,0.215129,0.225088,-0.0629,0.534802
2087,1818,10255110,0.337,ev,,,,,,,,,,,,0.3367025,2e-07,0.88,282.4988,47.3308,76.842,19.8205,13.488,6213.0,Gaia DR3 2119553926648886400,282.49883915619,47.33081662287,0.0,0.0,167.0,1636148068921376768,2119553926648886400,1786212268,0.0099,0.0111,1.2234,0.0109,112.4883,1.641,0.673,0.012,1.496,0.015,-0.0579,-0.0332,0.0003,-0.0278,0.0113,-0.0452,-0.2672,-0.1072,0.0099,0.0181,354,0,351,3,-0.3684,337.3,0.0,0.0,31,False,1.57,,,,,,,,42,28,0.020556,44,0.0115,122.8,0,0,0.985,0,358,69817.79553,257.349,271.296,13.577452,0.004859,41,38242.4,454.32,84.1751,13.882179,0.013197,40,45095.7,494.721,91.1539,13.112556,0.012496,1.194,0.0,1.0,0.0,1.0,0,0.769623,0.304728,0.464895,-49.39,10.07,2.0,19.0,1.0,16.0,10.962,,,852.11,,6500.0,4.5,-0.25,222.0,,,,12.838672,0.059755,20.0,,VARIABLE,0.0,0.0,0.999871,6003.5,5995.8,6013.8,4.1341,4.1261,4.1418,-0.6696,-0.685,-0.6531,798.9563,792.081,805.656,0.1095,0.103,0.1177,0.0931,0.0876,0.1,0.0504,0.0474,0.0542,PHOENIX,282.49883474037,47.33080997299,0.193333,0.237649,0.0212,0.114481
2088,1819,10257903,0.859,sp,0.858,0.973,0.85,0.855,0.858,0.862,0.05,0.022,0.055,0.026,,0.8585697,8e-07,0.59,284.0842,47.3736,77.2633,18.8218,15.482,5761.0,Gaia DR3 2107591411937698048,284.08417944007,47.37353265505,0.0,0.0,139.0,1636148068921376768,2107591411937698048,1661449334,0.0219,0.0223,0.5068,0.0233,21.7923,5.415,0.038,0.03,-5.415,0.031,-0.1618,0.0741,0.1639,-0.1774,0.0335,-0.1747,0.0587,-0.0066,-0.2007,-0.0652,334,0,329,5,0.6331,354.43,0.058,0.60886,31,False,1.534,,,,,,,,39,26,0.044587,44,0.002971,74.07,1,0,1.024,0,356,13287.28054,18.2335,728.73,15.378777,0.003132,42,6888.52,34.6818,198.62,15.743228,0.006137,39,9272.47,42.01,220.721,14.829906,0.006203,1.216,0.0,1.0,0.0,2.0,0,0.913321,0.364451,0.54887,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999982,5381.1,5358.9,5414.6,4.2284,4.1876,4.2472,-0.7085,-0.7394,-0.6691,1546.0491,1489.9044,1636.5577,0.0455,0.0299,0.068,0.0375,0.0246,0.0562,0.0203,0.0133,0.0304,MARCS,284.08417919202,47.37355672104,0.473469,0.501051,-0.0501,0.247591
2089,1820,10258558,20.868,np,92.013,0.122,,,,,,,,,a,20.8678557,8.45e-05,0.11,284.4545,47.312,77.2931,18.565,14.492,5862.0,Gaia DR3 2131418344308266368,284.45454534758,47.3118690476,0.0,0.0,17.0,1636148068921376768,2131418344308266368,609819460,0.0138,0.0147,0.784,0.0151,52.037,15.73,2.467,0.018,-15.535,0.019,0.0439,0.0129,0.0475,-0.1197,0.1697,-0.1191,-0.1517,-0.041,-0.1132,0.0132,361,0,361,0,-0.9341,338.92,0.0,2.1303e-15,31,False,1.549,,,,,,,,42,28,0.025904,45,0.01772,178.9,0,0,0.964,0,354,30290.04575,6.71696,4509.49,14.484118,0.002766,39,16024.0,25.4255,630.233,14.826615,0.003279,36,20404.9,22.8177,894.255,13.973559,0.00397,1.203,0.0,2.0,0.0,1.0,0,0.853056,0.342498,0.510558,26.57,8.3,2.0,22.0,6.0,19.0,4.4062,,,885.173,,5750.0,4.5,-0.5,222.0,,,,13.838504,0.088235,17.0,,NOT_AVAILABLE,0.0,0.0,0.999937,5503.8,5499.8,5510.8,4.1966,4.1867,4.2047,-0.5638,-0.5772,-0.5504,1182.77,1165.6096,1204.2144,0.0046,0.0015,0.0095,0.0038,0.0012,0.0079,0.0021,0.0006,0.0043,MARCS,284.45452917597,47.31193809386,0.282146,0.299001,0.0248,0.485211
2090,1821,10259029,7.061,sp,6.314,1.24,6.312,6.411,,,0.266,0.12,,,,7.06114,5.29e-05,0.12,284.6748,47.3408,77.3762,18.4349,17.115,5373.0,Gaia DR3 2131413224707327616,284.67469784322,47.34067139844,0.0,0.0,162.0,1636148068921376768,2131413224707327616,1449205715,0.1479,0.2257,0.6549,0.1742,3.7587,9.962,6.358,0.215,-7.67,0.252,-0.318,0.0332,0.1541,-0.1186,0.1005,-0.1437,-0.2041,0.1162,-0.0239,-0.3093,236,0,233,3,-0.8962,219.09,0.0,0.0,95,False,,1.3905,0.0451,-0.012,-0.063,-0.036,-0.108,-0.033,27,20,0.377262,30,0.02106,11.76,1,20,0.957,0,228,635.26926,1.91897,331.046,18.679972,0.004283,0,,,,,,0,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.014611,0.985362,,,,,,,,,,,,,,,,,,,,,,,284.67465614188,47.34070548531,3.413324,4.088809,-0.2949,0.52971
