,KIC,Porb,Class,PACF,hACF,P1min,P1max,P2min,P2max,h1min,h1max,h2min,h2max,Note
429,5090690,24.023,ot,,,,,,,,,,,
430,5091614,21.142,sp,21.128,0.52,20.101,22.33,,,0.028,0.044,,,
431,5095269,18.612,np,37.394,0.449,,,,,,,,,a
432,5097446,1.288,ev,,,,,,,,,,,
433,5098444,26.949,sp,23.499,1.584,,,,,,,,,
434,5103998,174.77,sp,4.046,0.963,3.933,3.948,,,0.244,0.113,,,
435,5104097,0.275,np,4.904,0.003,,,,,,,,,a
436,5107226,310.916,np,17.328,0.001,,,,,,,,,a
437,5110423,5.37,np,5.354,0.149,,,,,,,,,a
438,5112567,1.616,ce,,,,,,,,,,,
439,5113053,3.185,sp,3.147,0.229,3.058,3.191,3.248,3.297,0.05,0.083,0.018,0.03,
440,5115178,12.852,np,13.323,0.214,,,,,,,,,a
441,5122112,3.055,sp,3.188,1.055,3.205,3.242,,,0.039,0.036,,,
442,5123176,0.708,ev,,,,,,,,,,,
443,5127005,1.621,ev,,,,,,,,,,,
444,5128972,0.505,ev,,,,,,,,,,,
445,5130380,19.983,np,39.968,0.149,,,,,,,,,a
446,5130740,210.303,sp,5.681,1.285,5.521,5.96,,,0.036,0.034,,,
447,5166136,0.234,ev,,,,,,,,,,,
448,5174346,0.351,ev,,,,,,,,,,,
449,5174677,43.543,np,2.411,0.023,,,,,,,,,a
450,5179609,43.931,np,43.217,0.477,,,,,,,,,a
451,5181455,5.58,sp,5.844,1.21,5.476,5.589,5.722,6.222,0.02,0.05,0.027,0.029,
452,5181804,4.351,sp,4.352,1.369,4.324,4.487,,,0.217,0.069,,,
453,5193386,21.378,sp,25.767,1.228,25.554,27.349,,,0.418,0.14,,,
454,5196301,1.91,ce,,,,,,,,,,,
455,5199426,78.604,np,78.69,0.189,,,,,,,,,a
456,5201619,0.507,ev,,,,,,,,,,,
457,5211385,1.661,ev,,,,,,,,,,,
458,5211470,4.809,sp,4.822,0.298,,,,,,,,,b
459,5215700,1.312,ev,,,,,,,,,,,
460,5215999,2.531,ev,,,,,,,,,,,
461,5216727,1.513,sp,1.512,0.948,1.501,1.513,,,0.066,0.047,,,
462,5217586,26.069,np,11.136,0.375,,,,,,,,,a
463,5217733,161.252,np,1.635,0.132,,,,,,,,,a
464,5217781,564.407,np,63.487,0.214,,,,,,,,,a
465,5218014,10.845,np,69.536,0.369,,,,,,,,,a
466,5218385,0.282,ev,,,,,,,,,,,
467,5218441,3.614,np,1.778,0.551,,,,,,,,,a
468,5255552,32.449,np,11.361,0.039,,,,,,,,,a
469,5263802,6.701,ev,,,,,,,,,,,
470,5264304,120.58,np,120.314,0.669,,,,,,,,,a
471,5266937,5.917,ev,,,,,,,,,,,
472,5269407,0.959,sp,0.96,0.603,0.95,0.954,0.957,0.963,0.032,0.041,0.019,0.018,
473,5282049,5.91,sp,8.746,1.142,8.536,8.982,,,0.069,0.144,,,
474,5282464,0.496,ev,,,,,,,,,,,
475,5283839,0.315,ev,,,,,,,,,,,
476,5284133,8.785,ot,,,,,,,,,,,
477,5285607,3.899,ev,,,,,,,,,,,
478,5286786,9.949,np,12.791,0.01,,,,,,,,,a
479,5287983,2.507,np,2.472,0.33,,,,,,,,,a
480,5288543,3.457,sp,3.372,0.053,3.453,3.465,,,0.024,0.009,0.012,0.012,
481,5290305,0.621,ev,,,,,,,,,,,
482,5294739,3.736,ev,,,,,,,,,,,
483,5296276,1.892,ev,,,,,,,,,,,
484,5297298,34.194,np,68.923,0.307,,,,,,,,,a
485,5300878,1.279,sp,1.267,1.117,1.274,1.279,,,0.118,0.361,,,
486,5302006,0.151,ev,,,,,,,,,,,
487,5306720,27.365,np,2.861,0.232,,,,,,,,,a
488,5306862,2.026,ev,,,,,,,,,,,
489,5308778,40.565,sp,39.13,1.126,,,,,,,,,
490,5309353,1.376,np,44.034,0.033,,,,,,,,,a
491,5310435,4.931,ev,,,,,,,,,,,
492,5343976,4.331,sp,4.414,1.189,,,,,,,,,
493,5347537,345.184,np,23.622,0.155,,,,,,,,,a
494,5347784,9.584,sp,10.319,1.256,10.112,10.278,11.141,11.263,0.159,0.118,0.099,0.039,
495,5353374,0.393,ev,,,,,,,,,,,
496,5353653,0.369,ev,,,,,,,,,,,
497,5356593,45.978,sp,8.725,1.493,,,,,,,,,
498,5357682,0.718,ev,,,,,,,,,,,
499,5357882,0.387,ev,,,,,,,,,,,
500,5358200,0.536,ev,,,,,,,,,,,
501,5359678,6.231,sp,6.212,0.527,6.236,6.39,,,0.092,0.044,,,
502,5369827,3.607,sp,12.301,0.699,,,,,,,,,
503,5370302,3.904,sp,4.005,0.795,3.889,4.072,,,0.05,0.061,,,
504,5372966,9.286,sp,19.923,0.519,17.475,19.918,21.221,23.817,0.033,0.028,0.008,0.007,
505,5374999,0.458,ev,,,,,,,,,,,
506,5376552,0.504,ev,,,,,,,,,,,
507,5376836,3.479,sp,3.617,1.454,,,,,,,,,
508,5377349,1.117,ev,,,,,,,,,,,
509,5384713,60.327,sp,20.311,1.445,,,,,,,,,
510,5384802,6.083,sp,7.52,1.192,,,,,,,,,
511,5385723,12.445,np,12.341,0.454,,,,,,,,,a
512,5390351,0.547,ev,,,,,,,,,,,
513,5392897,42.399,np,82.348,0.401,,,,,,,,,a
514,5393558,10.217,sp,9.543,1.088,9.437,9.917,,,0.047,0.067,,,
515,5394544,0.432,np,0.409,0.089,,,,,,,,,a
516,5396122,15.444,np,2.82,0.092,,,,,,,,,a
517,5425950,0.378,ev,,,,,,,,,,,
518,5435816,181.852,np,178.61,0.01,,,,,,,,,a
519,5439790,0.796,ev,,,,,,,,,,,
520,5444392,1.52,ev,,,,,,,,,,,
521,5450814,6.488,sp,6.702,1.519,,,,,,,,,
522,5456023,131.978,np,133.39,0.317,,,,,,,,,a
523,5460835,21.539,np,21.537,0.508,,,,,,,,,a
524,5461570,0.508,ev,,,,,,,,,,,
525,5462901,5.271,sp,5.946,1.378,5.912,6.007,,,0.35,0.147,,,
526,5471619,0.963,ev,,,,,,,,,,,
527,5473556,11.259,np,16.899,0.013,,,,,,,,,a
528,5474733,0.884,np,117.841,0.041,,,,,,,,,a
529,5475624,1.07,ev,,,,,,,,,,,
530,5475712,2.992,ev,,,,,,,,,,,
531,5477805,5.007,np,9.665,0.3,,,,,,,,,a
532,5479973,1.795,ev,,,,,,,,,,,
533,5481426,4.768,np,14.569,0.562,,,,,,,,,a
534,5513861,1.51,ev,,,,,,,,,,,
535,5524325,0.625,ev,,,,,,,,,,,
536,5527172,3.184,sp,3.188,1.0,3.122,3.175,3.194,3.239,0.115,0.148,0.078,0.145,
537,5529643,0.76,np,34.145,0.602,,,,,,,,,a
538,5530881,5.083,sp,5.64,0.334,,,,,,,,,
539,5534702,1.025,ev,,,,,,,,,,,
540,5534814,9.719,sp,12.178,0.974,12.153,12.527,,,0.126,0.057,,,
541,5534965,243.821,np,82.817,0.028,,,,,,,,,a
542,5535061,0.463,ev,,,,,,,,,,,
543,5535280,74.985,np,74.91,0.852,,,,,,,,,a
544,5546761,17.671,np,4.414,0.013,,,,,,,,,a
545,5553624,25.762,sp,14.099,0.524,13.118,15.648,,,0.034,0.023,,,
546,5553652,24.328,np,179.325,0.028,,,,,,,,,a
547,5560831,0.868,ev,,,,,,,,,,,
548,5563300,71.055,np,120.191,0.025,,,,,,,,,a
549,5565486,2.825,pux,,,,,,,,,,,
550,5597970,6.717,sp,7.826,1.273,,,,,,,,,
551,5598639,1.298,ev,,,,,,,,,,,
552,5606644,0.862,ev,,,,,,,,,,,
553,5608566,4.397,sp,4.986,1.559,,,,,,,,,
554,5610698,4.133,ev,,,,,,,,,,,
555,5611561,0.259,ev,,,,,,,,,,,
556,5611763,0.362,ev,,,,,,,,,,,
557,5615528,0.339,ev,,,,,,,,,,,
558,5615815,0.674,ev,,,,,,,,,,,
559,5617953,0.299,ev,,,,,,,,,,,
560,5620981,0.334,ev,,,,,,,,,,,
561,5621294,0.939,ev,,,,,,,,,,,
562,5622250,16.294,np,113.509,0.403,,,,,,,,,a
563,5623774,1.134,np,26.421,0.002,,,,,,,,,a
564,5623923,1.209,ev,,,,,,,,,,,
565,5629353,33.325,sp,4.7,1.324,,,,,,,,,
566,5630212,47.585,sp,30.262,0.874,,,,,,,,,
567,5632781,11.025,ot,,,,,,,,,,,
568,5636642,0.933,np,0.899,0.22,,,,,,,,,a
569,5640750,987.3,np,90.46,0.003,,,,,,,,,a
570,5642620,0.987,sp,23.622,0.778,19.65,25.007,,,0.046,0.064,,,
571,5643492,41.865,sp,8.868,1.511,8.582,9.252,,,0.062,0.054,,,
572,5647008,0.8,sp,0.797,1.372,0.799,0.8,,,0.42,0.157,,,
573,5648449,4.349,sp,17.879,0.899,,,,,,,,,
574,5649206,4.893,sp,4.781,0.255,4.798,4.842,4.957,5.008,0.053,0.099,0.022,0.065,
575,5649325,391.1,np,113.059,0.02,,,,,,,,,a
576,5649956,2.416,sp,2.411,1.602,,,,,,,,,
577,5652260,8.929,sp,11.565,1.005,10.953,12.12,,,0.053,0.077,,,
578,5652983,498.375,np,49.0,0.038,,,,,,,,,a
579,5653126,38.497,np,77.014,0.735,,,,,,,,,a
580,5685072,0.256,ev,,,,,,,,,,,
581,5696909,0.643,np,0.49,0.471,,,,,,,,,a
582,5699617,0.289,ev,,,,,,,,,,,
583,5700330,53.22,ot,,,,,,,,,,,
584,5702939,18.398,np,40.172,0.016,,,,,,,,,a
585,5716244,1.33,ev,,,,,,,,,,,
586,5716763,0.641,np,1.246,0.331,,,,,,,,,a
587,5728139,10.668,np,23.744,0.119,,,,,,,,,a
588,5728283,6.198,np,6.069,0.256,,,,,,,,,a
589,5730394,5.519,sp,6.457,1.031,6.285,6.665,,,0.065,0.121,,,
590,5731312,7.946,np,15.611,0.163,,,,,,,,,a
591,5735878,16.832,ot,,,,,,,,,,,
592,5736461,7.346,sp,7.029,0.941,6.675,6.739,6.984,,0.049,0.027,0.161,,
593,5737474,0.398,ev,,,,,,,,,,,
594,5738506,9.501,np,16.122,0.371,,,,,,,,,a
595,5738698,4.809,ev,,,,,,,,,,,
596,5768927,4.391,sp,4.516,1.143,4.465,4.66,,,0.042,0.051,,,
597,5770431,0.392,ev,,,,,,,,,,,
598,5770860,0.738,ev,,,,,,,,,,,
599,5771589,10.739,sp,14.487,0.706,14.581,14.752,,,0.075,0.174,,,
600,5771719,12.265,sp,16.674,0.712,14.928,17.848,,,0.04,0.052,,,
601,5773205,0.267,ev,,,,,,,,,,,
602,5774375,1.55,ev,,,,,,,,,,,
603,5779852,504.156,np,7.417,0.09,,,,,,,,,a
604,5781192,9.46,sp,11.422,0.775,,,,,,,,,
605,5783368,1.864,ev,,,,,,,,,,,
606,5785551,0.267,ev,,,,,,,,,,,
607,5785586,0.46,sp,0.45,0.369,0.459,0.46,,,0.183,0.117,,,
608,5786154,197.921,np,192.526,0.0,,,,,,,,,a
609,5786545,0.281,ev,,,,,,,,,,,
610,5790912,0.383,ev,,,,,,,,,,,
611,5791886,0.325,ev,,,,,,,,,,,
612,5792093,0.601,ev,,,,,,,,,,,
613,5795648,4.553,sp,4.475,1.163,4.434,4.577,,,0.094,0.083,,,
614,5796185,42.559,sp,14.161,0.803,13.502,15.031,,,0.043,0.042,,,
615,5796675,16.081,sp,17.266,0.948,16.901,17.234,,,0.084,0.175,,,
616,5801571,1.677,np,15.305,0.786,,,,,,,,,a
617,5802285,2.417,sp,24.152,0.321,2.403,2.43,,,0.012,0.01,,,b
618,5802470,3.792,sp,3.842,0.933,3.778,3.851,,,0.189,0.142,,,
619,5802486,2.148,np,1.982,0.09,,,,,,,,,a
620,5807579,17.844,sp,16.592,0.325,,,,,,,,,
621,5809827,1.222,ev,,,,,,,,,,,
622,5809868,0.439,ev,,,,,,,,,,,
623,5816806,4.455,np,27.606,0.063,,,,,,,,,a
624,5817566,8.412,ot,,,,,,,,,,,
625,5858519,4.183,np,42.664,0.256,,,,,,,,,a
626,5866099,36.977,sp,30.058,0.342,23.98,27.349,29.565,36.993,0.019,0.032,0.032,0.041,
627,5866104,36.976,np,119.25,0.247,,,,,,,,,a
628,5866138,342.3,np,142.361,0.022,,,,,,,,,a
629,5871918,12.643,sp,12.567,1.413,12.447,12.608,,,0.266,0.377,,,
630,5872150,20.355,np,181.737,0.176,,,,,,,,,a
631,5872506,2.126,ev,,,,,,,,,,,
632,5876360,1.051,sp,1.042,1.31,1.048,1.053,,,0.267,0.126,,,
633,5876805,18.173,np,90.828,0.522,,,,,,,,,a
634,5878081,0.591,ev,,,,,,,,,,,
635,5878836,0.355,ev,,,,,,,,,,,
636,5880320,12.11,np,4.005,0.214,,,,,,,,,a
637,5881838,0.3,ev,,,,,,,,,,,
638,5887316,0.603,sp,0.593,0.55,0.603,0.603,,,0.457,0.175,,,
639,5897826,33.804,np,33.409,0.416,,,,,,,,,a
640,5903301,2.32,ev,,,,,,,,,,,
641,5942093,14.387,np,14.446,0.371,,,,,,,,,a
642,5952403,0.906,ot,,,,,,,,,,,
643,5955321,11.638,sp,5.088,0.571,4.968,5.134,5.155,5.34,0.017,0.016,0.013,0.01,
644,5956588,0.273,ev,,,,,,,,,,,
645,5956776,0.569,ev,,,,,,,,,,,
646,5957123,2.823,ev,,,,,,,,,,,
647,5961327,0.299,ev,,,,,,,,,,,
648,5961350,5.263,ev,,,,,,,,,,,
649,5962514,1.58,ev,,,,,,,,,,,
650,5962716,1.805,ev,,,,,,,,,,,
651,5965819,8.24,np,2.105,0.013,,,,,,,,,a
652,5966237,0.398,ev,,,,,,,,,,,
653,5979863,16.622,sp,17.552,0.698,,,,,,,,,
654,5980800,0.414,ev,,,,,,,,,,,
655,5982353,19.563,sp,15.754,0.271,,,,,,,,,
656,5983348,25.151,np,24.479,0.633,,,,,,,,,a
657,5983351,0.321,ev,,,,,,,,,,,
658,5983532,147.288,sp,29.69,0.653,25.296,29.816,,,0.016,0.042,,,
659,5984000,0.323,ev,,,,,,,,,,,
660,5986209,23.738,sp,18.309,0.492,16.836,19.454,22.273,25.971,0.033,0.029,0.017,0.019,
661,5990753,7.217,np,51.472,0.004,,,,,,,,,a
662,5991936,0.807,ot,,,,,,,,,,,
663,5992270,58.431,sp,11.095,1.5,10.98,11.113,,,0.199,0.453,,,
664,6023859,27.01,sp,14.446,0.483,13.8,15.804,,,0.216,0.121,,,
665,6024572,0.415,ev,,,,,,,,,,,
666,6025124,26.838,sp,9.195,0.515,7.015,7.089,9.18,,0.046,0.015,0.215,,
667,6025466,1.128,sp,1.124,1.316,1.112,1.115,1.149,1.152,0.104,0.158,0.059,0.161,
668,6028860,0.844,np,0.797,0.086,,,,,,,,,a
669,6029130,12.592,sp,17.246,0.578,17.319,17.651,,,0.133,0.058,,,
670,6029214,0.819,ev,,,,,,,,,,,
671,6041734,24.34,sp,10.769,1.232,10.576,11.113,11.402,12.145,0.146,0.048,0.039,0.028,
672,6042031,0.537,np,39.212,0.003,,,,,,,,,a
673,6042116,5.407,ev,,,,,,,,,,,
674,6042214,27.046,np,15.203,0.126,,,,,,,,,a
675,6042663,30.972,np,61.689,0.527,,,,,,,,,a
676,6044064,5.063,sp,5.068,1.339,,,,,,,,,
677,6044543,0.532,ev,,,,,,,,,,,
678,6045264,0.909,ev,,,,,,,,,,,
679,6046061,0.297,np,16.613,0.122,,,,,,,,,a
680,6047498,1.037,np,2.023,0.04,,,,,,,,,a
681,6048024,62.816,sp,4.107,0.417,3.696,3.856,4.011,4.049,0.003,0.007,0.015,0.008,
682,6048106,1.559,ev,,,,,,,,,,,
683,6050116,0.24,ev,,,,,,,,,,,
684,6056992,10.431,sp,7.499,1.297,7.28,7.692,,,0.04,0.067,,,
685,6058614,1.731,sp,1.716,1.633,,,,,,,,,
686,6058875,1.13,sp,1.124,0.866,1.12,1.122,1.129,1.136,0.169,0.058,0.034,0.031,
687,6060580,2.313,sp,2.309,1.405,,,,,,,,,
688,6061139,0.322,ev,,,,,,,,,,,
689,6063448,76.018,pux,,,,,,,,,,,
690,6066379,1.304,ev,,,,,,,,,,,
691,6067735,0.446,ev,,,,,,,,,,,
692,6072578,0.27,ev,,,,,,,,,,,
693,6103049,0.643,sp,0.633,0.2,0.642,0.643,,,0.146,0.101,,,
694,6106771,0.264,ev,,,,,,,,,,,
695,6109688,14.087,pux,,,,,,,,,,,
696,6118779,0.364,ev,,,,,,,,,,,
697,6124941,5.67,np,46.119,0.015,,,,,,,,,a
698,6128027,5.456,sp,6.334,1.563,6.242,6.326,,,0.136,0.178,,,
699,6128141,1.873,sp,1.839,0.504,1.87,1.877,,,0.078,0.031,0.026,0.026,
700,6128248,0.292,ev,,,,,,,,,,,
701,6131659,17.528,np,2.677,0.164,,,,,,,,,a
702,6137704,178.268,np,177.016,0.117,,,,,,,,,a
703,6145939,17.745,pux,,,,,,,,,,,
704,6146838,27.467,np,54.844,0.925,,,,,,,,,a
705,6147122,15.451,pux,,,,,,,,,,,
706,6147573,25.837,np,25.154,0.958,,,,,,,,,a
707,6148271,1.785,np,4.925,0.126,,,,,,,,,a
708,6153219,0.53,ev,,,,,,,,,,,
709,6153672,3.364,sp,3.412,1.265,3.329,3.392,3.419,3.455,0.041,0.021,0.034,0.027,
710,6182019,3.665,sp,4.046,1.261,3.945,4.023,4.13,4.154,0.08,0.121,0.045,0.064,
711,6182849,6.399,sp,6.906,0.162,7.384,7.428,,,0.108,0.038,0.012,0.012,
712,6185717,11.702,sp,12.199,0.71,,,,,,,,,
713,6187341,0.985,np,34.491,0.514,,,,,,,,,a
714,6187893,0.789,ev,,,,,,,,,,,
715,6191574,1.035,sp,1.042,1.347,1.033,1.035,,,0.355,0.359,,,
716,6191945,6.807,sp,7.499,1.338,,,,,,,,,
717,6197038,9.752,sp,9.726,1.71,,,,,,,,,
718,6200709,3.724,sp,4.271,1.481,4.228,4.264,,,0.304,0.149,,,
719,6205460,3.723,ev,,,,,,,,,,,
720,6206751,1.245,ev,,,,,,,,,,,
721,6209347,2.137,sp,2.125,1.265,2.089,2.116,2.129,2.153,0.047,0.067,0.089,0.244,
722,6213131,0.561,ev,,,,,,,,,,,
723,6220470,8.144,ev,,,,,,,,,,,
724,6220497,1.323,ev,,,,,,,,,,,
725,6224853,0.536,ev,,,,,,,,,,,
726,6227560,4.804,sp,4.986,1.718,,,,,,,,,
727,6228703,8.4,ev,,,,,,,,,,,
728,6231401,6.092,sp,6.069,0.647,6.055,6.161,,,0.033,0.075,,,
729,6233466,15.873,np,78.854,0.166,,,,,,,,,a
730,6233903,5.991,np,5.926,0.379,,,,,,,,,a
731,6268648,503.25,np,11.79,0.003,,,,,,,,,a
732,6268722,2.638,sp,2.697,0.795,2.661,2.694,2.722,2.815,0.016,0.029,0.039,0.024,
733,6279974,0.805,np,1.594,0.579,,,,,,,,,a
734,6283224,0.766,sp,0.756,0.292,0.763,0.769,,,0.065,0.092,,,
735,6286155,14.542,np,43.707,0.037,,,,,,,,,a
736,6286161,14.542,sp,14.671,1.157,,,,,,,,,
737,6290382,6.128,pu,,,,,,,,,,,
738,6301030,11.991,np,10.482,0.624,,,,,,,,,a
739,6302051,0.666,ev,,,,,,,,,,,
740,6302592,1.578,ev,,,,,,,,,,,
741,6305192,8.025,sp,9.093,0.845,8.793,9.498,9.655,9.856,0.029,0.03,0.018,0.049,
742,6307062,75.379,ot,,,,,,,,,,,
743,6307083,376.94,sp,23.785,1.118,21.966,24.552,,,0.063,0.168,,,
744,6307537,29.745,sp,78.179,1.447,,,,,,,,,
745,6311637,1.621,sp,1.614,1.089,1.613,1.616,,,0.194,0.104,,,
746,6311681,0.845,np,0.879,0.059,,,,,,,,,a
747,6312521,3.016,sp,2.983,1.562,2.973,3.018,,,0.411,0.209,,,
748,6314173,1.433,ev,,,,,,,,,,,
749,6344429,0.408,ev,,,,,,,,,,,
750,6350020,0.242,ev,,,,,,,,,,,
751,6353203,0.509,ev,,,,,,,,,,,
752,6359798,14.154,sp,3.412,1.259,3.407,3.436,,,0.184,0.23,,,
753,6362386,4.592,ev,,,,,,,,,,,
754,6363494,1.816,ev,,,,,,,,,,,
755,6365321,0.848,np,1.573,0.335,,,,,,,,,a
756,6367628,3.78,ev,,,,,,,,,,,
757,6370120,1.355,sp,19.616,0.975,18.766,20.078,,,0.043,0.047,,,
758,6370361,0.455,ev,,,,,,,,,,,
759,6370665,0.932,ev,,,,,,,,,,,
760,6372268,5.22,sp,5.211,1.56,,,,,,,,,
761,6387193,553.99,np,33.715,0.019,,,,,,,,,a
762,6387450,3.661,sp,4.046,1.557,4.034,4.062,,,0.183,0.516,,,
763,6387887,0.217,ev,,,,,,,,,,,
764,6388770,21.342,np,64.243,0.128,,,,,,,,,a
765,6390205,0.449,ev,,,,,,,,,,,
766,6421188,16.434,np,89.723,0.073,,,,,,,,,a
767,6421483,2.158,sp,2.145,1.181,,,,,,,,,
768,6422170,624.312,sp,15.039,0.836,14.237,15.847,,,0.115,0.068,,,
769,6426592,394.685,np,22.558,0.004,,,,,,,,,a
770,6431670,29.911,np,29.179,0.711,,,,,,,,,a
771,6432059,0.77,sp,0.776,1.29,,,,,,,,,
772,6436029,505.467,sp,24.909,1.22,24.69,25.406,,,0.147,0.287,,,
773,6443392,0.777,sp,0.776,0.485,0.776,0.777,,,0.122,0.143,,,
774,6448768,16.487,ot,,,,,,,,,,,
775,6449358,5.777,ev,,,,,,,,,,,
776,6449552,20.149,sp,21.271,0.505,18.334,21.402,23.688,26.683,0.022,0.071,0.051,0.017,
777,6452742,1.376,sp,1.369,1.174,1.369,1.378,,,0.096,0.113,,,
778,6464285,0.844,sp,0.838,0.764,0.835,0.838,0.842,0.846,0.08,0.068,0.014,0.026,
779,6466939,2.286,sp,2.268,1.398,2.248,2.268,2.281,2.313,0.05,0.082,0.027,0.053,
780,6467389,0.289,ev,,,,,,,,,,,
781,6468938,7.217,sp,7.193,1.278,6.813,7.329,,,0.044,0.071,,,
782,6469946,0.716,np,0.715,0.543,,,,,,,,,a
783,6470516,2.08,ev,,,,,,,,,,,
784,6471048,0.297,ev,,,,,,,,,,,
785,6504534,28.163,sp,24.418,0.855,23.948,24.483,,,0.091,0.242,,,
786,6504954,130.355,np,15.488,0.169,,,,,,,,,a
787,6516874,0.916,sp,0.92,1.208,,,,,,,,,
788,6521542,4.426,sp,4.414,0.939,,,,,,,,,
789,6522750,17.446,np,14.324,0.127,,,,,,,,,a
790,6523216,14.313,np,186.477,0.23,,,,,,,,,a
791,6525196,3.421,sp,3.392,0.472,3.307,3.392,3.403,3.448,0.014,0.029,0.011,0.018,
792,6525209,75.132,np,75.134,0.894,,,,,,,,,a
793,6526545,2.101,ce,,,,,,,,,,,
794,6527229,200.8,np,199.514,0.201,,,,,,,,,a
795,6531485,0.677,np,0.674,0.299,,,,,,,,,a
796,6531496,14.324,ot,,,,,,,,,,,
797,6543674,2.391,ev,,,,,,,,,,,
798,6545018,3.991,ev,,,,,,,,,,,
799,6546508,6.107,np,72.07,0.067,,,,,,,,,a
800,6548447,10.768,sp,9.665,1.492,9.411,10.077,,,0.152,0.086,,,
801,6579806,9.88,sp,12.648,1.056,12.298,13.069,,,0.038,0.045,,,
802,6591789,5.088,sp,5.19,1.192,,,,,,,,,
803,6593363,18.528,sp,18.738,0.284,,,,,,,,,
804,6594972,10.819,np,15.509,0.214,,,,,,,,,a
805,6595662,2.681,sp,2.718,1.287,2.632,2.654,2.802,2.816,0.028,0.026,0.149,0.092,
806,6599919,13.61,sp,17.307,1.245,17.234,17.509,,,0.114,0.335,,,
807,6603043,110.324,np,109.953,0.476,,,,,,,,,a
808,6603756,5.204,sp,5.926,1.557,,,,,,,,,
809,6606282,2.107,sp,2.002,0.409,2.107,2.111,,,0.152,0.055,,,
810,6606653,2.698,ev,,,,,,,,,,,
811,6606934,37.807,sp,7.336,1.14,7.457,7.566,,,0.282,0.091,,,
812,6607610,63.518,np,127.526,0.729,,,,,,,,,a
813,6610219,11.301,np,41.685,0.078,,,,,,,,,a
814,6611330,35.147,np,53.965,0.113,,,,,,,,,a
815,6613627,0.151,ev,,,,,,,,,,,
816,6614926,3.027,sp,3.004,0.85,2.907,2.977,2.993,3.066,0.008,0.012,0.029,0.015,
817,6615041,0.34,ev,,,,,,,,,,,
818,6620003,3.429,sp,3.412,0.7,,,,,,,,,
819,6628237,3.84,sp,3.821,1.599,,,,,,,,,
820,6629332,4.311,sp,4.291,1.384,,,,,,,,,
821,6629588,2.264,ev,,,,,,,,,,,
822,6631721,13.738,np,88.314,0.006,,,,,,,,,a
823,6634112,9.942,sp,10.074,1.347,10.065,10.165,,,0.464,0.178,,,
824,6665064,0.698,np,13.322,0.164,,,,,,,,,a
825,6665223,119.412,np,116.145,0.013,,,,,,,,,a
826,6669809,0.734,ev,,,,,,,,,,,
827,6671698,0.472,ev,,,,,,,,,,,
828,6672229,23.832,np,11.749,0.128,,,,,,,,,a
829,6675060,10.443,sp,6.355,1.604,,,,,,,,,
830,6677225,0.525,ev,,,,,,,,,,,
831,6678383,103.512,np,45.71,0.24,,,,,,,,,a
832,6690171,85.062,np,168.271,0.002,,,,,,,,,a
833,6694186,5.554,sp,5.476,1.562,,,,,,,,,
834,6695889,1.107,sp,1.124,1.254,,,,,,,,,
835,6697716,1.443,sp,1.43,1.164,1.439,1.441,,,0.324,0.124,,,
836,6698670,10.816,np,32.449,0.681,,,,,,,,,a
837,6699562,46.271,np,46.262,0.748,,,,,,,,,a
838,6706287,2.535,sp,2.472,1.536,,,,,,,,,
839,6707942,9.014,sp,13.057,0.923,12.699,13.137,,,0.357,0.612,,,
840,6756202,290.786,sp,15.366,1.126,14.777,15.634,,,0.116,0.152,,,
841,6756669,5.852,np,17.532,0.144,,,,,,,,,a
842,6757558,421.16,np,3.29,0.018,,,,,,,,,a
843,6758917,2.236,sp,2.227,1.526,2.198,2.225,2.291,2.297,0.214,0.081,0.067,0.107,
844,6762188,7.156,pux,,,,,,,,,,,
845,6762829,18.795,np,37.414,0.806,,,,,,,,,a
846,6766748,7.003,sp,7.581,0.271,,,,,,,,,
847,6778050,0.946,sp,0.94,0.729,0.941,0.942,0.947,,0.078,0.034,0.211,,
848,6778289,30.13,np,2.861,0.285,,,,,,,,,a
849,6781535,9.122,sp,8.194,1.161,8.031,8.25,,,0.065,0.193,,,
850,6784887,44.714,np,44.566,0.815,,,,,,,,,a
851,6791604,0.529,ev,,,,,,,,,,,
852,6805146,13.78,sp,1.839,0.383,,,,,,,,,
853,6836140,0.488,ev,,,,,,,,,,,
854,6841577,15.538,np,14.998,0.12,,,,,,,,,a
855,6842345,17.382,np,17.43,0.089,,,,,,,,,a
856,6843507,0.343,ev,,,,,,,,,,,
857,6844489,1.08,ev,,,,,,,,,,,
858,6847018,16.662,sp,4.352,1.242,4.264,4.402,,,0.074,0.076,,,
859,6849046,4.225,np,139.235,0.142,,,,,,,,,a
860,6852488,2.172,ev,,,,,,,,,,,
861,6859813,10.882,sp,6.661,0.791,6.693,6.853,,,0.157,0.055,,,
862,6862603,2.861,np,3.31,0.377,,,,,,,,,a
863,6863161,1.987,ev,,,,,,,,,,,
864,6863229,1.995,ev,,,,,,,,,,,
865,6863840,3.853,sp,3.78,1.56,3.759,3.781,,,0.236,0.354,,,
866,6864859,40.878,np,40.745,0.72,,,,,,,,,a
867,6865626,0.727,ev,,,,,,,,,,,
868,6866228,7.702,sp,8.03,1.412,8.009,8.068,,,0.151,0.397,,,
869,6867766,12.965,sp,9.972,1.375,,,,,,,,,
870,6877673,36.759,np,92.033,0.09,,,,,,,,,a
871,6889235,5.189,ev,,,,,,,,,,,
872,6891512,3.505,sp,3.515,0.573,3.459,3.469,3.528,3.584,0.019,0.061,0.041,0.015,
