,TIC,period,morph,RA,DEC
542,177118376,0.4112904,0.878,104.303159,-66.280067
543,23139612,0.4113067,0.799,46.338342,-6.330874
544,310169616,0.4116638,0.74,239.272176,50.091088
545,119159743,0.4119512,0.849,275.541284,-55.564202
546,240911239,0.4124257,0.797,17.595922,51.268533
547,394699148,0.4124419,0.934,58.333296,-79.80978
548,202839485,0.412856,0.628,36.273081,43.36372
549,237130278,0.4130443,0.856,277.80573,52.785412
550,120607386,0.4136144,0.878,4.69112,-39.677262
551,1630690,0.4136605,0.965,188.192444,-16.438861
552,13070701,0.4140761,0.9,75.889983,-25.365491
553,193553960,0.4140905,0.773,245.669759,43.018938
554,286169068,0.4146188,0.803,227.582521,53.727683
555,88646716,0.4149777,0.793,135.850525,38.098499
556,436660156,0.4150278,0.803,72.911733,13.380997
557,55753808,0.4155585,0.84,181.601735,57.160041
558,55753802,0.4155664,0.83,181.582466,57.176441
559,31655792,0.4161053,0.788,46.571884,-68.208239
560,67686223,0.4169261,0.71,62.95086,-11.790747
561,317470793,0.4174331,0.749,350.600805,72.915787
562,272176884,0.4177289,0.774,296.016413,43.436752
563,176983267,0.4180924,0.991,101.434958,-66.970481
564,150225473,0.418378,0.605,143.061795,49.848525
565,140757590,0.4184041,0.865,74.281166,-72.131902
566,229412873,0.4184052,0.773,293.225049,63.087618
567,53603189,0.4186371,0.937,103.133428,-25.558426
568,418257102,0.4188147,0.747,323.246068,72.863875
569,255904363,0.4190036,0.593,299.82688,20.680999
570,159983399,0.4190329,0.782,241.509219,50.186974
571,364325969,0.4198945,0.798,101.67269,-61.59648
572,260353841,0.4202732,0.635,95.056752,-54.53696
573,357372327,0.4205147,0.778,218.127245,50.827968
574,167692491,0.4208575,0.973,102.57671,-63.503244
575,8673277,0.4211697,0.804,248.758155,33.21327
576,154664604,0.4215231,0.752,258.490932,16.350171
577,121092386,0.4215599,0.661,57.337271,-20.874099
578,393978805,0.4217724,0.79,329.114638,-55.106574
579,123038007,0.4226879,0.907,279.117159,45.939771
580,11598102,0.4229058,0.779,20.387324,-29.131311
581,43846099,0.4234074,0.725,77.810437,-8.556858
582,422332463,0.423449,0.87,196.567122,9.059438
583,57229962,0.4237741,0.82,251.106636,41.969197
584,158218818,0.4239216,0.741,286.499764,43.130493
586,377253090,0.4245313,0.672,286.192292,58.951286
587,323295967,0.424537,0.721,52.647525,-39.242506
588,345535359,0.4247954,0.875,69.595654,10.44262
589,306828113,0.4252819,0.454,121.959486,-66.687516
590,219346326,0.4257389,0.743,74.873556,-49.458115
591,8769657,0.4264695,0.574,140.368119,33.432963
592,423833748,0.4269438,0.855,62.656248,-38.928052
593,123357952,0.4277815,0.685,281.487269,47.319306
594,423358373,0.4282947,0.83,14.474324,-0.77628
595,360205899,0.4285519,0.659,142.097358,-64.248595
596,355601553,0.4299469,0.952,357.689273,-59.540302
597,399788405,0.4304368,0.76,278.163297,57.648313
598,419994778,0.4306794,0.79,34.4646,2.372855
599,379806358,0.4307893,0.722,256.87461,-70.882714
600,229766985,0.4313565,0.867,281.973937,66.35824
601,377296926,0.4313879,0.844,286.815475,55.012793
602,18636142,0.4315181,0.899,266.868971,32.357541
603,248399337,0.4319151,0.92,76.758799,-0.7924
604,335499997,0.4328032,0.499,179.163853,-12.37749
605,302627455,0.4332015,0.607,28.49538,71.690569
606,142105466,0.4332051,0.868,98.628042,-72.052315
607,272324340,0.4333571,0.885,355.935021,61.615272
608,415783540,0.4337532,0.562,184.623942,-20.886799
609,34082428,0.4338925,0.568,94.293276,-17.054376
610,79403459,0.4353347,0.583,320.249213,-52.477795
611,350478924,0.4370846,0.741,85.794101,-58.759283
612,141914317,0.4371692,0.784,94.903215,-72.033474
613,386956587,0.4392298,0.885,168.137598,23.503707
614,243319567,0.4392638,0.752,289.70033,55.594339
615,142587827,0.4393982,0.887,167.8704,73.115277
616,22481474,0.4403005,0.433,187.114231,-18.927659
617,233233639,0.4403065,0.831,267.258491,67.436522
618,286169292,0.4404348,0.823,227.765624,52.841719
619,441128066,0.4407791,0.765,39.638251,-14.29909
620,348897766,0.4420565,0.81,106.034108,-63.43075
621,272079818,0.4423686,0.972,296.149679,47.653262
622,345451479,0.4430221,0.756,57.987651,9.691532
623,47352608,0.4434482,0.821,162.623833,-2.695298
624,33576348,0.4438332,0.665,28.000168,-28.008817
625,164782264,0.4439891,0.734,284.669338,47.577592
626,272841995,0.4452789,0.703,297.119781,47.623982
627,23221002,0.4452879,0.745,47.469766,-6.892642
628,268686000,0.4454122,0.793,17.630587,-18.067875
629,434097226,0.4455874,0.774,352.507727,-11.908419
630,183596242,0.4455952,0.541,18.367389,-38.350685
631,219859691,0.4457637,0.678,257.819404,69.503026
632,133105082,0.4463651,0.789,120.469262,-40.505247
633,404144841,0.4477342,0.651,195.14484,-51.218127
634,138476641,0.4480622,0.633,96.50733,82.357664
635,146520491,0.4486455,0.829,76.573577,-20.131332
636,366557556,0.4487763,0.951,331.795384,72.372848
637,270491862,0.4487965,0.785,232.342372,67.212043
638,269342892,0.4488067,0.707,119.072179,-48.244897
639,393943031,0.4497978,0.869,344.108068,-36.013895
640,201601338,0.4505807,0.707,285.101125,-58.471113
641,320268279,0.4507372,0.772,7.469654,56.966808
642,380127556,0.4510887,0.947,181.848464,-59.950798
643,457172621,0.4518857,0.906,57.705704,3.429259
644,388940613,0.4525991,0.92,188.271877,4.524614
645,305167549,0.4528908,0.26,311.796491,62.005676
646,331377569,0.4542885,0.841,310.774919,22.481864
647,198152578,0.4546775,0.563,210.998384,43.229377
648,139468902,0.4547342,0.741,337.565605,-42.291069
649,394006752,0.4548849,0.583,329.266703,-56.100535
650,193728983,0.4549953,0.769,267.925056,47.9752
651,183537458,0.4557865,0.59,357.798806,-39.865559
652,259901124,0.4560838,0.883,41.404035,-71.235957
653,257525627,0.4566193,0.847,45.81176,-23.186669
654,67474119,0.4569562,0.769,171.993827,14.832071
655,30028394,0.4571032,0.895,43.447567,-13.128983
656,322512913,0.4588608,0.785,43.272887,-20.527486
657,168675489,0.4606649,0.815,61.229826,-33.863144
658,259864042,0.4607861,0.374,40.325465,-68.923753
659,661540044,0.461292,0.835,67.216644,30.36155
660,261089147,0.4616656,0.793,81.707195,-81.585335
661,149583965,0.4627844,0.893,201.789387,22.958496
662,252668569,0.4629094,0.62,346.771519,50.95862
663,215258019,0.46323,0.545,42.441337,-38.4269
664,219176881,0.4636711,0.843,91.486747,-53.714429
665,138256097,0.4639323,0.787,220.772343,30.409861
666,445924091,0.4639754,0.915,47.844523,9.183955
667,32284829,0.4642528,0.692,24.297616,-34.988598
668,55896456,0.4647737,0.788,68.638181,-9.320753
669,342025025,0.4650738,0.518,295.543709,17.087313
670,293066086,0.4654317,0.848,35.607727,47.488839
671,79635841,0.4654716,0.761,104.560413,-19.758702
672,268686130,0.4667023,0.826,17.723352,-18.960649
673,256352113,0.4680768,0.752,322.746478,70.82323
674,356198153,0.4681811,0.86,266.883129,50.942514
675,289166536,0.4688123,0.834,277.568656,41.085674
676,89543393,0.4707912,0.691,357.76487,-19.074752
677,306987941,0.4710207,0.605,266.939657,-64.098967
678,101645013,0.4712987,0.851,259.517897,41.844071
679,75352949,0.4720387,0.749,6.418057,-17.815219
680,294273900,0.4722803,0.829,108.710967,-59.267814
681,103777040,0.473221,0.652,194.396495,-33.872287
682,121213501,0.4738341,0.83,287.340887,38.325674
683,32268776,0.4762141,0.607,23.754346,-29.910326
684,357398958,0.4777631,0.607,219.58623,36.540355
685,357398957,0.4777678,0.606,219.58126,36.540499
686,376593757,0.4779766,0.888,86.656798,72.560138
687,169175441,0.4787275,0.938,297.144144,41.881659
688,287095354,0.4789819,0.635,137.483065,54.488257
689,348717439,0.4794003,0.85,45.057246,-81.088483
690,89502706,0.4794193,0.801,356.843627,-23.288139
691,220397127,0.4795038,0.708,68.949809,-54.93417
692,322347559,0.4800216,0.465,90.357619,58.838082
693,401925979,0.4801571,0.798,57.377766,-4.520485
694,9070070,0.4814247,0.831,356.82644,-8.086694
695,238892775,0.4826575,0.935,40.911264,-71.950309
696,144194304,0.483469,0.717,327.972707,-42.373203
697,204325855,0.484342,0.757,346.952576,-22.046541
698,357744369,0.4843678,0.546,32.173677,71.411914
699,365613123,0.4849286,0.59,324.007109,49.915706
700,287175225,0.4859539,0.683,26.735429,-9.75271
701,193635719,0.4866178,0.763,266.932799,46.542057
703,114500611,0.4887741,0.816,11.816818,-19.695476
704,206537272,0.4893306,0.832,332.882954,-22.78793
705,197933923,0.4901067,0.799,59.391571,-54.357382
706,401946845,0.4907309,0.929,57.83212,-3.522251
707,98628827,0.4908602,0.921,185.384523,-11.781708
708,137152301,0.4919965,0.767,291.428191,39.073761
709,422252417,0.4932207,0.585,194.122693,8.822354
710,139207681,0.4936816,0.649,346.257891,-43.935783
711,233208885,0.4937368,0.616,266.351894,69.306083
712,167654878,0.4939027,0.961,102.44619,-62.504827
713,29778064,0.4946419,0.635,64.354818,-66.404685
714,65348716,0.4948549,0.708,39.953572,-26.301357
715,173340408,0.4949673,0.696,347.125543,47.399696
716,298079609,0.495386,0.834,142.677366,-53.521703
717,236313673,0.4954296,0.577,240.700936,25.34395
718,294784522,0.4956179,0.848,71.316074,-70.999289
719,450637853,0.4971263,0.784,169.086491,-54.453871
720,229810745,0.4975237,0.564,44.750799,-72.163978
721,359676320,0.4975785,0.504,280.728154,58.761096
722,85585153,0.4976325,0.708,258.678034,39.32442
723,311945765,0.4979736,0.646,303.25357,40.644843
724,288778712,0.4988917,0.78,314.651618,51.591849
725,120341889,0.5010343,0.544,280.800611,-57.979773
726,157840032,0.5022673,0.546,150.178931,42.114159
727,146688260,0.5030694,0.52,43.225229,-43.522436
728,441806350,0.5041297,0.672,265.798737,77.174145
729,251857120,0.5053431,0.638,8.803637,-32.934289
730,31779608,0.5056946,0.387,50.273004,-70.926668
731,38687360,0.5080177,0.739,57.97226,-10.530407
732,121463130,0.5085862,0.617,288.036576,41.790104
733,69889494,0.5090071,0.666,338.674875,-19.85981
734,802015620,0.5090537,0.376,125.438661,45.989831
735,370101325,0.5090886,0.897,66.095065,-71.855037
736,459809633,0.5094438,0.632,163.461688,-58.312108
737,312286761,0.5099985,0.802,313.346924,48.514586
738,224607716,0.5107739,0.885,255.891802,57.499782
739,162585282,0.512331,0.594,170.318308,-47.589475
740,162585265,0.5123344,0.593,170.341125,-47.600787
741,243352809,0.5124522,0.75,290.40201,56.843139
742,38021254,0.5126235,0.904,67.68797,-7.241063
743,24586751,0.5128316,0.639,83.711487,-30.42072
744,100918213,0.5129265,0.574,32.411905,-38.234176
745,270219706,0.513098,0.463,330.188414,-27.011223
746,167719897,0.5133215,0.941,103.282771,-65.701772
747,137687487,0.5134829,0.713,292.618599,38.524848
748,152592870,0.5138514,0.662,65.197982,-45.257906
749,357040925,0.5140399,0.812,179.906465,-78.221887
750,139378834,0.5147505,0.52,38.29454,35.912494
751,28351918,0.5150875,0.55,29.599487,25.355469
752,219900027,0.5152647,0.684,263.838687,68.638617
753,93316328,0.5157767,0.594,293.467851,15.940951
754,443494351,0.5158002,0.723,146.783382,-54.204008
755,20072363,0.5160955,0.859,89.026132,-38.280372
756,32830028,0.516153,0.606,86.75217,-24.842218
757,229751802,0.5162551,0.622,280.80195,69.932074
758,388705796,0.5162611,0.755,340.456527,56.276104
759,430530755,0.5181558,0.618,333.16752,52.333679
760,158417251,0.5189985,0.92,287.281636,45.682836
761,376689171,0.5210691,0.629,187.693196,36.659635
762,140661916,0.5219397,0.596,72.56198,-72.825686
763,167694820,0.5221897,0.707,102.818833,-64.803666
764,269505148,0.5224015,0.745,13.930341,-2.093994
765,256298934,0.5225054,0.719,276.487175,68.962075
766,29706981,0.5228847,0.66,288.137978,33.463183
767,408552008,0.5234448,0.41,195.167745,-20.178823
768,99784331,0.5234661,0.705,141.496699,41.941882
769,40219040,0.5247287,0.764,300.43023,36.791037
770,153991851,0.5249268,0.663,204.736733,69.803103
771,186337556,0.5255514,0.672,18.071159,40.91105
772,257060367,0.526485,0.743,329.925084,36.283967
773,117978580,0.5272631,0.767,71.745876,-14.623138
774,26656583,0.5276908,0.628,292.575961,49.525712
775,311103813,0.5278588,0.681,256.989716,-73.7265
776,76698707,0.5278686,0.545,229.055077,-32.495637
777,147610499,0.5288505,0.75,148.619236,69.222851
778,29777922,0.5305975,0.876,64.37626,-66.82733
779,236338880,0.5308225,0.607,242.521245,25.615235
780,17539192,0.5318301,0.667,243.425449,31.951889
781,405687343,0.5330735,0.717,286.019198,48.866694
782,383722507,0.533588,0.789,279.782343,41.94843
783,38423705,0.5336538,0.809,60.41273,-64.202221
784,122645363,0.5339372,0.532,255.367309,-43.103419
785,4299830,0.5341187,0.427,115.974734,30.747743
786,207384197,0.5353066,0.767,207.253377,60.855253
787,347552724,0.5360809,0.765,45.112756,2.18345
788,266769522,0.536159,0.735,29.753009,-22.919792
789,266769521,0.5361672,0.797,29.750825,-22.918506
790,349911034,0.5384816,0.553,113.970974,-65.682721
791,139303531,0.5394192,0.57,124.152558,35.71803
792,164375251,0.5396176,0.729,265.462345,47.85107
793,140064648,0.5397545,0.888,127.336686,-46.893582
794,286900208,0.5399899,0.598,226.054566,53.452086
795,167722431,0.5411687,0.689,103.52945,-61.660449
796,89787749,0.5413152,0.661,127.873888,-59.206456
797,391927558,0.5429778,0.641,107.498213,-72.135603
798,398673007,0.5432684,0.804,13.873515,-11.109694
799,315810194,0.5433678,0.581,314.761752,75.758336
800,366517381,0.5446193,0.666,303.986768,76.809935
801,305536347,0.5452216,0.636,138.982173,-12.235584
802,305536358,0.5464738,0.522,138.975185,-12.217312
803,422914426,0.5494178,0.715,38.318138,3.135461
804,368452480,0.5495789,0.583,11.760039,68.541885
805,389916225,0.550877,0.666,275.772545,58.903563
806,159803421,0.5522213,0.435,261.645243,-32.969676
807,470710327,0.5523474,0.792,357.329052,61.962787
808,329289186,0.5525069,0.588,269.18834,52.865675
809,59739922,0.5543471,0.557,71.458652,28.660688
810,393491149,0.5543533,0.595,67.59959,-59.468079
811,331201939,0.5545263,0.785,310.538646,21.931564
812,416947584,0.5556918,0.622,88.93873,52.903518
814,372366518,0.5586036,0.82,331.980529,36.685572
815,365198355,0.55875,0.775,204.433332,2.3823
816,169316288,0.5591511,0.654,292.50885,-27.956837
817,288296337,0.559184,0.528,5.449135,38.007525
818,409942986,0.559258,0.967,145.00979,-17.164589
819,445069009,0.559779,0.569,131.045991,54.396515
820,332600127,0.560476,0.676,213.109244,-60.397607
821,139367232,0.56328,0.523,138.862927,30.635368
822,329118239,0.5633637,0.556,245.28849,25.656343
823,75818403,0.5635614,0.712,139.526796,-46.083067
824,38707340,0.5638978,0.857,66.454252,-60.512362
825,271999940,0.5642229,0.713,114.857316,-73.769038
826,399587190,0.5642709,0.929,40.395631,47.356299
827,307783750,0.5644946,0.796,127.913652,-71.661132
828,167673754,0.565193,0.704,79.975426,-35.901765
829,445932196,0.5654404,0.669,77.571456,9.54847
830,197183006,0.5663165,0.477,104.661699,39.748881
831,161287859,0.566328,0.752,309.125926,33.674879
832,298183671,0.56787,0.428,219.7695,45.779219
833,38399380,0.5680974,0.734,54.097303,-7.925432
834,148963419,0.5681639,0.635,190.061248,66.285991
835,138256675,0.5689197,0.709,229.361225,38.226654
836,282368998,0.5689828,0.627,311.578615,28.262325
837,131239334,0.5698003,0.729,191.586294,-33.1204
838,358465355,0.5706513,0.674,119.008362,-60.257507
839,377251803,0.5713695,0.931,286.264055,57.12566
840,30382918,0.5719608,0.536,198.432662,-41.275311
841,158431889,0.5725308,0.663,287.391349,43.09873
842,160195393,0.5728941,0.672,258.850637,85.211496
843,72588909,0.5731825,0.922,31.544532,-29.226064
844,11437325,0.5733566,0.521,30.138624,60.009103
845,39174351,0.5737275,0.997,183.702184,36.647038
846,159105713,0.5749414,0.962,289.749439,43.543417
847,279955276,0.5768497,0.636,82.13509,-68.60376
848,336208030,0.5776499,0.801,281.277616,40.186516
849,290032774,0.5778514,0.673,290.663106,50.704707
850,627436,0.5789058,0.817,73.047312,-25.194085
851,219738202,0.5790386,0.801,241.572363,62.762803
852,275697259,0.5792545,0.768,200.955934,-45.743857
853,408068720,0.5797644,0.524,18.373267,-7.635794
854,123416563,0.5807305,0.642,282.18327,43.70638
855,77557473,0.5815637,0.513,179.127282,-26.483976
856,200939418,0.5823027,0.724,54.72682,39.45322
857,159346490,0.5825923,0.626,236.23571,79.517145
858,340135575,0.582766,0.841,113.16497,-59.268208
859,355651035,0.5842278,0.777,358.599022,-57.940915
860,251078096,0.5846354,0.67,37.191554,-2.487815
861,48063032,0.5862463,0.69,147.485199,-34.115835
862,48063034,0.5862504,0.705,147.483606,-34.112351
863,404460906,0.5866367,0.95,15.863975,-12.173064
864,329246824,0.5876813,0.649,263.88467,57.802518
865,207504663,0.5882432,0.629,248.119687,58.850175
866,139188326,0.5883808,0.533,345.011534,-46.492163
867,236327696,0.5888841,0.662,241.711238,27.276288
868,230233157,0.5895456,0.657,259.696016,20.241862
869,9825731,0.5907443,0.7,260.933226,31.298585
870,289716926,0.5909092,0.647,159.089491,55.803927
872,254003502,0.5914569,0.824,284.680767,-37.107327
873,290034099,0.5921833,0.782,290.548927,49.476218
874,431633352,0.592456,0.468,358.227466,48.874815
875,272846131,0.5926691,0.785,297.021822,45.870599
876,397184624,0.5930529,0.603,100.329509,82.267343
877,43864479,0.5944452,0.868,77.892142,-10.573258
878,267043786,0.5948355,0.788,4.339641,-71.915791
879,279254042,0.5968517,0.624,331.389209,-43.345513
880,218878052,0.5982113,0.319,297.482865,-30.455357
881,31690845,0.5995535,0.708,289.129205,-31.407862
882,407147727,0.5996011,0.596,234.988963,-82.864399
883,455153566,0.5997514,0.547,124.610646,2.044539
884,431338625,0.6000513,0.793,344.110857,52.131725
885,117925262,0.6012889,0.508,71.394853,-17.317142
886,197760286,0.6013042,0.456,331.507333,-37.285161
887,199612934,0.6014874,0.916,249.432767,55.795947
888,197735761,0.601957,0.745,330.754156,-39.356522
889,315937374,0.6057959,0.829,51.544163,59.578437
890,160492551,0.6074426,0.708,239.460734,77.793599
891,77437462,0.6079304,0.453,73.136114,-36.532596
892,70914192,0.6095223,0.415,64.657057,-17.419853
893,196896001,0.6108151,0.341,19.791299,43.985315
894,356150515,0.6121521,0.771,266.48085,52.634578
895,8989778,0.6127979,0.791,354.817359,-9.151459
896,125298121,0.6129219,0.711,358.409308,33.988316
897,244207973,0.6140578,0.794,73.341259,-3.381852
898,142109430,0.6141031,0.821,99.274337,-76.410651
899,135244338,0.6149767,0.963,186.158228,-40.231195
900,49547177,0.6169876,0.768,95.235042,-29.670865
901,125958765,0.6173582,1.025,256.896473,-46.679683
902,359677968,0.617472,0.752,280.940172,57.948147
903,229687624,0.6176007,0.808,262.988527,57.178432
904,134283998,0.6188381,0.619,106.914624,-47.965091
905,176774858,0.6188506,0.449,142.593722,-22.639598
906,271013213,0.6195432,0.645,116.22239,8.562426
907,151300352,0.6214257,0.71,258.759162,-33.561158
908,314294022,0.6222627,0.854,308.820364,20.676858
909,31743416,0.6228886,0.496,48.995731,-67.519395
910,178938437,0.6235871,0.737,68.353565,-23.938806
911,99465976,0.6243709,0.631,317.396202,-22.841691
912,207174531,0.6250975,0.689,46.755129,-56.134571
913,442567883,0.6258737,0.579,236.88755,-33.390912
914,350025490,0.6268532,0.502,114.478878,-64.946381
915,193545446,0.6286265,0.594,305.970445,46.920704
916,236537131,0.6311411,0.561,314.556056,35.174907
